member_id,tree_id,name,gender,birth_date,death_date,generation_no,generation_name,biography,is_alive
1035001,7005,孔德宗,male,1148-01-01,1225-12-31,1,德,Rule-generated Stage7 member for 孔氏.,False
1035003,7005,孔仁文,male,1167-01-01,1212-12-31,2,仁,Rule-generated Stage7 member for 孔氏.,False
1035004,7005,孔仁兰,female,1169-01-01,1248-12-31,2,仁,Rule-generated Stage7 member for 孔氏.,False
1035005,7005,孔仁明,male,1167-01-01,1239-12-31,2,仁,Rule-generated Stage7 member for 孔氏.,False
1035006,7005,孔宁敏,female,1168-01-01,1220-12-31,2,仁,Rule-generated Stage7 member for 孔氏.,False
1035007,7005,孔仁宗,male,1166-01-01,1252-12-31,2,仁,Rule-generated Stage7 member for 孔氏.,False
1035008,7005,孔仁华,female,1165-01-01,1267-12-31,2,仁,Rule-generated Stage7 member for 孔氏.,False
1035009,7005,孔世强,male,1167-01-01,1217-12-31,2,仁,Rule-generated Stage7 member for 孔氏.,False
1035010,7005,孔仁丽,female,1168-01-01,1241-12-31,2,仁,Rule-generated Stage7 member for 孔氏.,False
1035011,7005,孔成世,male,1168-01-01,1219-12-31,2,仁,Rule-generated Stage7 member for 孔氏.,False
1035012,7005,孔仁玉,female,1168-01-01,1244-12-31,2,仁,Rule-generated Stage7 member for 孔氏.,False
1035013,7005,孔安世,male,1170-01-01,1237-12-31,2,仁,Rule-generated Stage7 member for 孔氏.,False
1035014,7005,孔兰华,female,1168-01-01,1226-12-31,2,仁,Rule-generated Stage7 member for 孔氏.,False
1035015,7005,孔仁伟,male,1165-01-01,1199-12-31,2,仁,Rule-generated Stage7 member for 孔氏.,False
1035016,7005,孔清清,female,1170-01-01,1233-12-31,2,仁,Rule-generated Stage7 member for 孔氏.,False
1035017,7005,孔仁强,male,1168-01-01,1260-12-31,2,仁,Rule-generated Stage7 member for 孔氏.,False
1035018,7005,孔仁安,female,1164-01-01,1246-12-31,2,仁,Rule-generated Stage7 member for 孔氏.,False
1035019,7005,孔宗宗,male,1165-01-01,1217-12-31,2,仁,Rule-generated Stage7 member for 孔氏.,False
