member_id,tree_id,name,gender,birth_date,death_date,generation_no,generation_name,biography,is_alive
1008001,7002,李华,male,1327-01-01,1406-12-31,1,德,Rule-generated Stage7 member for 唐朝李氏.,False
1008038,7002,李仁国,male,1347-01-01,1398-12-31,2,仁,Rule-generated Stage7 member for 唐朝李氏.,False
1008057,7002,李伟,female,1346-01-01,1394-12-31,2,仁,Rule-generated Stage7 member for 唐朝李氏.,False
1008076,7002,李强,male,1347-01-01,1412-12-31,2,仁,Rule-generated Stage7 member for 唐朝李氏.,False
1008095,7002,李仁玉,female,1346-01-01,1415-12-31,2,仁,Rule-generated Stage7 member for 唐朝李氏.,False
1008112,7002,李孝国,male,1371-01-01,1473-12-31,3,孝,Rule-generated Stage7 member for 唐朝李氏.,False
1008121,7002,李孝敏,female,1365-01-01,1447-12-31,3,孝,Rule-generated Stage7 member for 唐朝李氏.,False
1008131,7002,李梅敏,female,1365-01-01,1450-12-31,3,孝,Rule-generated Stage7 member for 唐朝李氏.,False
1008140,7002,李丽,male,1367-01-01,1411-12-31,3,孝,Rule-generated Stage7 member for 唐朝李氏.,False
1008149,7002,李孝宁,female,1365-01-01,1434-12-31,3,孝,Rule-generated Stage7 member for 唐朝李氏.,False
1008158,7002,李丽,male,1371-01-01,1439-12-31,3,孝,Rule-generated Stage7 member for 唐朝李氏.,False
1008168,7002,李安德,male,1368-01-01,1463-12-31,3,孝,Rule-generated Stage7 member for 唐朝李氏.,False
1008177,7002,李孝安,female,1366-01-01,1414-12-31,3,孝,Rule-generated Stage7 member for 唐朝李氏.,False
1008186,7002,李华,male,1366-01-01,1453-12-31,3,孝,Rule-generated Stage7 member for 唐朝李氏.,False
1008195,7002,李孝兰,female,1371-01-01,1450-12-31,3,孝,Rule-generated Stage7 member for 唐朝李氏.,False
1008205,7002,李芳安,female,1366-01-01,1431-12-31,3,孝,Rule-generated Stage7 member for 唐朝李氏.,False
1008214,7002,李孝景,male,1366-01-01,1439-12-31,3,孝,Rule-generated Stage7 member for 唐朝李氏.,False
1008222,7002,李国国,male,1391-01-01,1419-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008226,7002,李礼伟,male,1387-01-01,1445-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008231,7002,李礼兰,female,1389-01-01,1428-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008236,7002,李礼成,male,1388-01-01,1442-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008240,7002,李安文,male,1387-01-01,1472-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008245,7002,李礼宁,female,1390-01-01,1442-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008250,7002,李礼世,male,1390-01-01,1437-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008254,7002,李礼成,male,1389-01-01,1454-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008259,7002,李华,female,1390-01-01,1485-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008263,7002,李礼华,female,1388-01-01,1431-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008268,7002,李成世,male,1388-01-01,1425-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008273,7002,李梅雅,female,1390-01-01,1481-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008277,7002,李礼兰,female,1388-01-01,1445-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008281,7002,李礼安,female,1390-01-01,1473-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008286,7002,李礼德,male,1389-01-01,1461-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008291,7002,李礼宁,female,1390-01-01,1452-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008295,7002,李礼宁,female,1393-01-01,1448-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008300,7002,李强承,male,1389-01-01,1424-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008305,7002,李清清,female,1387-01-01,1485-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008309,7002,李兰清,female,1388-01-01,1481-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008314,7002,李华,male,1392-01-01,1469-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008318,7002,李明世,male,1391-01-01,1450-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008323,7002,李华,female,1389-01-01,1487-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008328,7002,李礼明,male,1387-01-01,1437-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008332,7002,李礼伟,male,1390-01-01,1465-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008336,7002,李礼世,male,1388-01-01,1458-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008341,7002,李梅华,female,1391-01-01,1483-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008346,7002,李礼世,male,1392-01-01,1428-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008350,7002,李伟,male,1390-01-01,1472-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008355,7002,李清玉,female,1391-01-01,1467-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008360,7002,李礼宗,male,1391-01-01,1452-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008364,7002,李礼强,male,1390-01-01,1451-12-31,4,礼,Rule-generated Stage7 member for 唐朝李氏.,False
1008369,7002,李文宗,male,1413-01-01,1463-12-31,5,义,Rule-generated Stage7 member for 唐朝李氏.,False
1008371,7002,李义承,male,1413-01-01,1472-12-31,5,义,Rule-generated Stage7 member for 唐朝李氏.,False
1008373,7002,李义景,male,1410-01-01,1481-12-31,5,义,Rule-generated Stage7 member for 唐朝李氏.,False
1008376,7002,李义安,female,1409-01-01,1458-12-31,5,义,Rule-generated Stage7 member for 唐朝李氏.,False
