member_id,tree_id,name,gender,birth_date,death_date,generation_no,generation_name,biography,is_alive
1089001,7007,王明,male,1399-01-01,1442-12-31,1,德,Rule-generated Stage7 member for 合成王氏.,False
1089016,7007,王仁安,male,1422-01-01,1480-12-31,2,仁,Rule-generated Stage7 member for 合成王氏.,False
1089024,7007,王仁成,male,1422-01-01,1496-12-31,2,仁,Rule-generated Stage7 member for 合成王氏.,False
1089032,7007,王仁宗,male,1421-01-01,1520-12-31,2,仁,Rule-generated Stage7 member for 合成王氏.,False
1089040,7007,王伟成,male,1424-01-01,1490-12-31,2,仁,Rule-generated Stage7 member for 合成王氏.,False
1089045,7007,王伟,male,1442-01-01,1514-12-31,3,孝,Rule-generated Stage7 member for 合成王氏.,False
1089049,7007,王孝德,male,1444-01-01,1488-12-31,3,孝,Rule-generated Stage7 member for 合成王氏.,False
1089053,7007,王华,male,1444-01-01,1524-12-31,3,孝,Rule-generated Stage7 member for 合成王氏.,False
1089057,7007,王孝文,male,1447-01-01,1533-12-31,3,孝,Rule-generated Stage7 member for 合成王氏.,False
1089060,7007,王芳玉,female,1442-01-01,1495-12-31,3,孝,Rule-generated Stage7 member for 合成王氏.,False
1089064,7007,王孝兰,female,1441-01-01,1492-12-31,3,孝,Rule-generated Stage7 member for 合成王氏.,False
1089068,7007,王孝华,female,1447-01-01,1517-12-31,3,孝,Rule-generated Stage7 member for 合成王氏.,False
1089072,7007,王孝宁,female,1446-01-01,1505-12-31,3,孝,Rule-generated Stage7 member for 合成王氏.,False
1089075,7007,王孝强,male,1444-01-01,1521-12-31,3,孝,Rule-generated Stage7 member for 合成王氏.,False
1089079,7007,王孝国,male,1444-01-01,1536-12-31,3,孝,Rule-generated Stage7 member for 合成王氏.,False
1089083,7007,王丽,male,1446-01-01,1547-12-31,3,孝,Rule-generated Stage7 member for 合成王氏.,False
1089087,7007,王丽,male,1446-01-01,1513-12-31,3,孝,Rule-generated Stage7 member for 合成王氏.,False
1089089,7007,王丽,male,1462-01-01,1529-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089091,7007,王礼承,male,1464-01-01,1530-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089093,7007,王礼文,male,1467-01-01,1547-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089095,7007,王礼强,male,1462-01-01,1533-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089096,7007,王兰清,female,1462-01-01,1521-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089098,7007,王礼芳,female,1464-01-01,1524-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089100,7007,王礼丽,female,1467-01-01,1494-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089102,7007,王礼丽,female,1465-01-01,1553-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089104,7007,王礼慧,female,1466-01-01,1511-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089106,7007,王礼兰,female,1466-01-01,1522-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089108,7007,王安芳,female,1467-01-01,1533-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089110,7007,王礼宁,female,1465-01-01,1536-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089111,7007,王礼强,male,1466-01-01,1539-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089113,7007,王宗宗,male,1466-01-01,1530-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089115,7007,王礼伟,male,1468-01-01,1522-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089117,7007,王礼安,male,1468-01-01,1531-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089118,7007,王梅敏,female,1463-01-01,1561-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089120,7007,王敏宁,female,1466-01-01,1531-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089122,7007,王礼芳,female,1468-01-01,1548-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089124,7007,王礼丽,female,1468-01-01,1532-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089126,7007,王礼安,female,1466-01-01,1504-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089128,7007,王礼兰,female,1462-01-01,1491-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089130,7007,王礼慧,female,1466-01-01,1534-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089132,7007,王礼兰,female,1467-01-01,1557-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089133,7007,王成德,male,1464-01-01,1527-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
1089135,7007,王礼成,male,1466-01-01,1493-12-31,4,礼,Rule-generated Stage7 member for 合成王氏.,False
