member_id,tree_id,name,gender,birth_date,death_date,generation_no,generation_name,biography,is_alive
1098001,7010,赵德成,male,1405-01-01,1463-12-31,1,德,Rule-generated Stage7 member for 合成赵氏.,False
1098010,7010,赵仁文,male,1425-01-01,1488-12-31,2,仁,Rule-generated Stage7 member for 合成赵氏.,False
1098015,7010,赵仁雅,female,1425-01-01,1474-12-31,2,仁,Rule-generated Stage7 member for 合成赵氏.,False
1098020,7010,赵强,male,1421-01-01,1453-12-31,2,仁,Rule-generated Stage7 member for 合成赵氏.,False
1098025,7010,赵仁雅,female,1421-01-01,1489-12-31,2,仁,Rule-generated Stage7 member for 合成赵氏.,False
1098027,7010,赵孝国,male,1444-01-01,1499-12-31,3,孝,Rule-generated Stage7 member for 合成赵氏.,False
1098029,7010,赵孝国,male,1444-01-01,1484-12-31,3,孝,Rule-generated Stage7 member for 合成赵氏.,False
1098032,7010,赵孝梅,female,1447-01-01,1535-12-31,3,孝,Rule-generated Stage7 member for 合成赵氏.,False
1098034,7010,赵孝兰,female,1447-01-01,1484-12-31,3,孝,Rule-generated Stage7 member for 合成赵氏.,False
1098036,7010,赵伟,female,1441-01-01,1508-12-31,3,孝,Rule-generated Stage7 member for 合成赵氏.,False
1098037,7010,赵孝伟,male,1446-01-01,1516-12-31,3,孝,Rule-generated Stage7 member for 合成赵氏.,False
1098041,7010,赵国承,male,1445-01-01,1522-12-31,3,孝,Rule-generated Stage7 member for 合成赵氏.,False
1098042,7010,赵孝兰,female,1444-01-01,1526-12-31,3,孝,Rule-generated Stage7 member for 合成赵氏.,False
1098045,7010,赵孝世,male,1441-01-01,1492-12-31,3,孝,Rule-generated Stage7 member for 合成赵氏.,False
1098050,7010,赵孝安,female,1444-01-01,1509-12-31,3,孝,Rule-generated Stage7 member for 合成赵氏.,False
1098052,7010,赵伟宗,male,1465-01-01,1540-12-31,4,礼,Rule-generated Stage7 member for 合成赵氏.,False
1098053,7010,赵丽,female,1462-01-01,1496-12-31,4,礼,Rule-generated Stage7 member for 合成赵氏.,False
1098054,7010,赵强安,male,1464-01-01,1530-12-31,4,礼,Rule-generated Stage7 member for 合成赵氏.,False
1098055,7010,赵礼兰,female,1466-01-01,1541-12-31,4,礼,Rule-generated Stage7 member for 合成赵氏.,False
1098056,7010,赵礼德,male,1465-01-01,1529-12-31,4,礼,Rule-generated Stage7 member for 合成赵氏.,False
1098057,7010,赵礼雅,female,1462-01-01,1521-12-31,4,礼,Rule-generated Stage7 member for 合成赵氏.,False
1098059,7010,赵丽玉,female,1463-01-01,1541-12-31,4,礼,Rule-generated Stage7 member for 合成赵氏.,False
1098061,7010,赵礼清,female,1466-01-01,1547-12-31,4,礼,Rule-generated Stage7 member for 合成赵氏.,False
1098063,7010,赵兰梅,female,1468-01-01,1543-12-31,4,礼,Rule-generated Stage7 member for 合成赵氏.,False
1098065,7010,赵梅敏,female,1467-01-01,1542-12-31,4,礼,Rule-generated Stage7 member for 合成赵氏.,False
1098066,7010,赵礼国,male,1463-01-01,1542-12-31,4,礼,Rule-generated Stage7 member for 合成赵氏.,False
1098067,7010,赵礼华,female,1468-01-01,1523-12-31,4,礼,Rule-generated Stage7 member for 合成赵氏.,False
1098068,7010,赵强,male,1462-01-01,1528-12-31,4,礼,Rule-generated Stage7 member for 合成赵氏.,False
