member_id,tree_id,name,gender,birth_date,death_date,generation_no,generation_name,biography,is_alive
1085001,7006,陈德强,male,1404-01-01,1473-12-31,1,德,Rule-generated Stage7 member for 合成陈氏.,False
1085018,7006,陈明文,male,1424-01-01,1465-12-31,2,仁,Rule-generated Stage7 member for 合成陈氏.,False
1085027,7006,陈仁清,female,1423-01-01,1474-12-31,2,仁,Rule-generated Stage7 member for 合成陈氏.,False
1085036,7006,陈华,male,1419-01-01,1506-12-31,2,仁,Rule-generated Stage7 member for 合成陈氏.,False
1085045,7006,陈仁敏,female,1423-01-01,1492-12-31,2,仁,Rule-generated Stage7 member for 合成陈氏.,False
1085052,7006,陈孝强,male,1442-01-01,1483-12-31,3,孝,Rule-generated Stage7 member for 合成陈氏.,False
1085056,7006,陈孝国,male,1446-01-01,1532-12-31,3,孝,Rule-generated Stage7 member for 合成陈氏.,False
1085061,7006,陈孝华,female,1441-01-01,1534-12-31,3,孝,Rule-generated Stage7 member for 合成陈氏.,False
1085065,7006,陈孝华,female,1440-01-01,1488-12-31,3,孝,Rule-generated Stage7 member for 合成陈氏.,False
1085069,7006,陈孝芳,female,1446-01-01,1493-12-31,3,孝,Rule-generated Stage7 member for 合成陈氏.,False
1085073,7006,陈孝慧,female,1446-01-01,1522-12-31,3,孝,Rule-generated Stage7 member for 合成陈氏.,False
1085078,7006,陈孝德,male,1442-01-01,1489-12-31,3,孝,Rule-generated Stage7 member for 合成陈氏.,False
1085082,7006,陈文承,male,1443-01-01,1501-12-31,3,孝,Rule-generated Stage7 member for 合成陈氏.,False
1085086,7006,陈孝文,male,1443-01-01,1503-12-31,3,孝,Rule-generated Stage7 member for 合成陈氏.,False
1085090,7006,陈敏,male,1442-01-01,1514-12-31,3,孝,Rule-generated Stage7 member for 合成陈氏.,False
1085095,7006,陈孝芳,female,1442-01-01,1514-12-31,3,孝,Rule-generated Stage7 member for 合成陈氏.,False
1085099,7006,陈宁玉,female,1440-01-01,1509-12-31,3,孝,Rule-generated Stage7 member for 合成陈氏.,False
1085102,7006,陈成世,male,1461-01-01,1503-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085104,7006,陈德伟,male,1467-01-01,1544-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085106,7006,陈成承,male,1464-01-01,1536-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085108,7006,陈强文,male,1466-01-01,1547-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085110,7006,陈礼强,male,1461-01-01,1550-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085112,7006,陈礼宗,male,1462-01-01,1534-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085115,7006,陈礼芳,female,1461-01-01,1538-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085117,7006,陈慧敏,female,1467-01-01,1513-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085119,7006,陈礼芳,female,1466-01-01,1518-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085121,7006,陈礼玉,female,1462-01-01,1498-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085123,7006,陈礼丽,female,1463-01-01,1543-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085125,7006,陈清雅,female,1467-01-01,1538-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085127,7006,陈芳宁,female,1465-01-01,1545-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085129,7006,陈丽兰,female,1464-01-01,1556-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085131,7006,陈礼华,female,1466-01-01,1536-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085133,7006,陈礼兰,female,1463-01-01,1507-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085135,7006,陈礼梅,female,1461-01-01,1539-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085137,7006,陈礼梅,female,1462-01-01,1524-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085140,7006,陈景德,male,1462-01-01,1546-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085142,7006,陈礼安,male,1466-01-01,1530-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085144,7006,陈礼伟,male,1465-01-01,1542-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085146,7006,陈礼世,male,1464-01-01,1535-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085148,7006,陈礼宗,male,1465-01-01,1530-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085150,7006,陈礼安,male,1465-01-01,1531-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085152,7006,陈强国,male,1465-01-01,1553-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085154,7006,陈礼景,male,1467-01-01,1545-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085156,7006,陈承世,male,1463-01-01,1548-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085158,7006,陈明,male,1465-01-01,1536-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085160,7006,陈承宗,male,1463-01-01,1555-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085162,7006,陈礼强,male,1464-01-01,1501-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085165,7006,陈礼玉,female,1462-01-01,1558-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085167,7006,陈礼兰,female,1467-01-01,1551-12-31,4,礼,Rule-generated Stage7 member for 合成陈氏.,False
1085169,7006,陈义德,male,1486-01-01,1557-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085170,7006,陈明,female,1487-01-01,1552-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085171,7006,陈义文,male,1488-01-01,1530-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085172,7006,陈义敏,female,1486-01-01,1528-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085173,7006,陈义承,male,1485-01-01,1578-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085174,7006,陈义慧,female,1487-01-01,1521-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085175,7006,陈义德,male,1482-01-01,1550-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085176,7006,陈义清,female,1488-01-01,1539-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085177,7006,陈强,male,1482-01-01,1553-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085178,7006,陈雅芳,female,1487-01-01,1536-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085179,7006,陈伟承,male,1484-01-01,1548-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085180,7006,陈义兰,female,1485-01-01,1536-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085181,7006,陈义承,male,1487-01-01,1550-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085182,7006,陈梅梅,female,1484-01-01,1578-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085183,7006,陈义承,male,1486-01-01,1509-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085184,7006,陈义丽,female,1486-01-01,1566-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085185,7006,陈义景,male,1487-01-01,1565-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085186,7006,陈玉华,female,1482-01-01,1536-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085188,7006,陈义芳,female,1483-01-01,1554-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085189,7006,陈义明,male,1482-01-01,1545-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085190,7006,陈义宁,female,1485-01-01,1579-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085191,7006,陈义文,male,1483-01-01,1558-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085192,7006,陈丽安,female,1486-01-01,1547-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085193,7006,陈明国,male,1485-01-01,1547-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085194,7006,陈义雅,female,1484-01-01,1545-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085195,7006,陈义国,male,1487-01-01,1541-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085196,7006,陈义丽,female,1487-01-01,1548-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085197,7006,陈强,male,1486-01-01,1559-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085198,7006,陈兰雅,female,1482-01-01,1542-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085199,7006,陈义宗,male,1487-01-01,1554-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085200,7006,陈义清,female,1482-01-01,1512-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085201,7006,陈义德,male,1483-01-01,1541-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085203,7006,陈义明,male,1487-01-01,1560-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085204,7006,陈义清,female,1486-01-01,1573-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085205,7006,陈义国,male,1486-01-01,1572-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085206,7006,陈义宁,female,1486-01-01,1562-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085207,7006,陈义成,male,1484-01-01,1566-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085208,7006,陈义慧,female,1482-01-01,1535-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085209,7006,陈义承,male,1482-01-01,1552-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085210,7006,陈义梅,female,1483-01-01,1527-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085211,7006,陈义伟,male,1486-01-01,1558-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085212,7006,陈义安,female,1483-01-01,1573-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085213,7006,陈宗明,male,1488-01-01,1567-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085214,7006,陈丽,female,1488-01-01,1527-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085215,7006,陈义德,male,1482-01-01,1557-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085216,7006,陈安梅,female,1482-01-01,1562-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085217,7006,陈义文,male,1488-01-01,1532-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085218,7006,陈义安,female,1486-01-01,1556-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085219,7006,陈义伟,male,1486-01-01,1561-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085222,7006,陈义慧,female,1482-01-01,1542-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085223,7006,陈义明,male,1485-01-01,1572-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085224,7006,陈清兰,female,1486-01-01,1522-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085225,7006,陈义强,male,1487-01-01,1518-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085226,7006,陈义清,female,1485-01-01,1554-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085227,7006,陈义宗,male,1487-01-01,1532-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085228,7006,陈伟,female,1488-01-01,1516-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085229,7006,陈承国,male,1482-01-01,1557-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085230,7006,陈伟,female,1482-01-01,1523-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085231,7006,陈承景,male,1482-01-01,1549-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085232,7006,陈慧宁,female,1486-01-01,1561-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085233,7006,陈义景,male,1482-01-01,1565-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085234,7006,陈宁丽,female,1483-01-01,1531-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085237,7006,陈义成,male,1488-01-01,1568-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085238,7006,陈义宁,female,1486-01-01,1554-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085239,7006,陈义德,male,1487-01-01,1545-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085240,7006,陈宁宁,female,1482-01-01,1550-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085241,7006,陈明德,male,1488-01-01,1562-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085242,7006,陈义雅,female,1488-01-01,1526-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085243,7006,陈伟,male,1486-01-01,1524-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085244,7006,陈义宁,female,1488-01-01,1569-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085245,7006,陈丽,male,1483-01-01,1537-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085246,7006,陈兰敏,female,1482-01-01,1534-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085247,7006,陈明,male,1483-01-01,1575-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085248,7006,陈义清,female,1482-01-01,1536-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085249,7006,陈德明,male,1484-01-01,1572-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085250,7006,陈伟,female,1488-01-01,1553-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085251,7006,陈义德,male,1483-01-01,1544-12-31,5,义,Rule-generated Stage7 member for 合成陈氏.,False
1085252,7006,陈信成,male,1503-01-01,1550-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085253,7006,陈强,female,1507-01-01,1594-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085254,7006,陈信景,male,1509-01-01,1606-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085255,7006,陈信安,female,1509-01-01,1590-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085256,7006,陈信伟,male,1509-01-01,1538-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085257,7006,陈信芳,female,1505-01-01,1580-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085258,7006,陈信宗,male,1508-01-01,1564-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085259,7006,陈信敏,female,1508-01-01,1586-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085260,7006,陈信德,male,1505-01-01,1540-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085261,7006,陈玉清,female,1508-01-01,1573-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085262,7006,陈信伟,male,1504-01-01,1584-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085263,7006,陈兰安,female,1506-01-01,1599-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085264,7006,陈信德,male,1508-01-01,1550-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085265,7006,陈华,female,1509-01-01,1541-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085266,7006,陈宗宗,male,1509-01-01,1599-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085267,7006,陈信芳,female,1504-01-01,1574-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085268,7006,陈信世,male,1506-01-01,1593-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085269,7006,陈丽,female,1508-01-01,1569-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085270,7006,陈信伟,male,1508-01-01,1593-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085271,7006,陈信敏,female,1504-01-01,1539-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085272,7006,陈世承,male,1503-01-01,1560-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085273,7006,陈信清,female,1508-01-01,1588-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085274,7006,陈信承,male,1506-01-01,1596-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085275,7006,陈信华,female,1506-01-01,1540-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085276,7006,陈信强,male,1507-01-01,1555-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085277,7006,陈信宁,female,1507-01-01,1553-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085278,7006,陈信景,male,1505-01-01,1540-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085279,7006,陈安安,female,1507-01-01,1534-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085280,7006,陈信承,male,1509-01-01,1588-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085281,7006,陈华,female,1507-01-01,1553-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085282,7006,陈强景,male,1506-01-01,1555-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085283,7006,陈信清,female,1509-01-01,1579-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085284,7006,陈信国,male,1507-01-01,1578-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085286,7006,陈景安,male,1506-01-01,1568-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085287,7006,陈信梅,female,1507-01-01,1569-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085288,7006,陈信伟,male,1508-01-01,1582-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085289,7006,陈雅华,female,1504-01-01,1555-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085290,7006,陈强,male,1505-01-01,1570-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085291,7006,陈信安,female,1504-01-01,1576-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085292,7006,陈信文,male,1504-01-01,1602-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085293,7006,陈梅丽,female,1503-01-01,1572-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085294,7006,陈信宗,male,1509-01-01,1581-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085295,7006,陈丽玉,female,1504-01-01,1581-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085296,7006,陈伟,male,1508-01-01,1603-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
1085297,7006,陈信清,female,1503-01-01,1576-12-31,6,信,Rule-generated Stage7 member for 合成陈氏.,False
