member_id,tree_id,name,gender,birth_date,death_date,generation_no,generation_name,biography,is_alive
1095501,7009,林德宗,male,1400-01-01,1491-12-31,1,德,Rule-generated Stage7 member for 合成林氏.,False
1095512,7009,林仁宗,male,1426-01-01,1492-12-31,2,仁,Rule-generated Stage7 member for 合成林氏.,False
1095518,7009,林仁成,male,1422-01-01,1486-12-31,2,仁,Rule-generated Stage7 member for 合成林氏.,False
1095524,7009,林仁承,male,1421-01-01,1514-12-31,2,仁,Rule-generated Stage7 member for 合成林氏.,False
1095530,7009,林仁明,male,1423-01-01,1497-12-31,2,仁,Rule-generated Stage7 member for 合成林氏.,False
1095533,7009,林伟,male,1447-01-01,1543-12-31,3,孝,Rule-generated Stage7 member for 合成林氏.,False
1095536,7009,林孝华,female,1446-01-01,1471-12-31,3,孝,Rule-generated Stage7 member for 合成林氏.,False
1095539,7009,林伟,male,1444-01-01,1504-12-31,3,孝,Rule-generated Stage7 member for 合成林氏.,False
1095542,7009,林清梅,female,1447-01-01,1510-12-31,3,孝,Rule-generated Stage7 member for 合成林氏.,False
1095544,7009,林宁芳,female,1444-01-01,1505-12-31,3,孝,Rule-generated Stage7 member for 合成林氏.,False
1095547,7009,林景承,male,1443-01-01,1497-12-31,3,孝,Rule-generated Stage7 member for 合成林氏.,False
1095550,7009,林孝安,female,1446-01-01,1530-12-31,3,孝,Rule-generated Stage7 member for 合成林氏.,False
1095553,7009,林孝景,male,1448-01-01,1540-12-31,3,孝,Rule-generated Stage7 member for 合成林氏.,False
1095555,7009,林孝景,male,1446-01-01,1479-12-31,3,孝,Rule-generated Stage7 member for 合成林氏.,False
1095558,7009,林伟,female,1444-01-01,1489-12-31,3,孝,Rule-generated Stage7 member for 合成林氏.,False
1095561,7009,林孝文,male,1446-01-01,1500-12-31,3,孝,Rule-generated Stage7 member for 合成林氏.,False
1095564,7009,林承文,male,1466-01-01,1507-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095565,7009,林礼玉,female,1465-01-01,1537-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095567,7009,林礼清,female,1465-01-01,1519-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095568,7009,林礼承,male,1466-01-01,1492-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095569,7009,林玉雅,female,1464-01-01,1551-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095571,7009,林敏丽,female,1467-01-01,1533-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095572,7009,林礼宗,male,1469-01-01,1537-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095574,7009,林礼伟,male,1464-01-01,1510-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095575,7009,林华,female,1465-01-01,1532-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095576,7009,林礼景,male,1466-01-01,1499-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095578,7009,林世承,male,1464-01-01,1549-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095580,7009,林礼伟,male,1463-01-01,1531-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095583,7009,林强,female,1465-01-01,1527-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095584,7009,林礼成,male,1467-01-01,1548-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095587,7009,林礼华,female,1469-01-01,1541-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095590,7009,林礼承,male,1467-01-01,1546-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095591,7009,林礼敏,female,1463-01-01,1533-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095594,7009,林礼承,male,1466-01-01,1541-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095595,7009,林玉芳,female,1464-01-01,1517-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095596,7009,林礼明,male,1466-01-01,1552-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095598,7009,林宗德,male,1469-01-01,1496-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095599,7009,林玉敏,female,1467-01-01,1548-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095602,7009,林礼文,male,1465-01-01,1559-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095603,7009,林敏梅,female,1464-01-01,1513-12-31,4,礼,Rule-generated Stage7 member for 合成林氏.,False
1095606,7009,林义成,male,1489-01-01,1548-12-31,5,义,Rule-generated Stage7 member for 合成林氏.,False
1095607,7009,林义清,female,1484-01-01,1538-12-31,5,义,Rule-generated Stage7 member for 合成林氏.,False
1095608,7009,林强,male,1490-01-01,1551-12-31,5,义,Rule-generated Stage7 member for 合成林氏.,False
