member_id,tree_id,name,gender,birth_date,death_date,generation_no,generation_name,biography,is_alive
1030001,7004,钱德明,male,1399-01-01,1486-12-31,1,德,Rule-generated Stage7 member for 吴越钱氏.,False
1030022,7004,钱仁德,male,1421-01-01,1495-12-31,2,仁,Rule-generated Stage7 member for 吴越钱氏.,False
1030033,7004,钱慧兰,female,1421-01-01,1486-12-31,2,仁,Rule-generated Stage7 member for 吴越钱氏.,False
1030044,7004,钱仁文,male,1417-01-01,1503-12-31,2,仁,Rule-generated Stage7 member for 吴越钱氏.,False
1030055,7004,钱仁安,female,1422-01-01,1481-12-31,2,仁,Rule-generated Stage7 member for 吴越钱氏.,False
1030064,7004,钱明文,male,1438-01-01,1518-12-31,3,孝,Rule-generated Stage7 member for 吴越钱氏.,False
1030069,7004,钱雅清,female,1441-01-01,1529-12-31,3,孝,Rule-generated Stage7 member for 吴越钱氏.,False
1030075,7004,钱孝雅,female,1441-01-01,1503-12-31,3,孝,Rule-generated Stage7 member for 吴越钱氏.,False
1030080,7004,钱孝世,male,1438-01-01,1515-12-31,3,孝,Rule-generated Stage7 member for 吴越钱氏.,False
1030085,7004,钱孝清,female,1442-01-01,1509-12-31,3,孝,Rule-generated Stage7 member for 吴越钱氏.,False
1030090,7004,钱孝成,male,1438-01-01,1508-12-31,3,孝,Rule-generated Stage7 member for 吴越钱氏.,False
1030096,7004,钱孝宗,male,1439-01-01,1489-12-31,3,孝,Rule-generated Stage7 member for 吴越钱氏.,False
1030101,7004,钱孝雅,female,1443-01-01,1509-12-31,3,孝,Rule-generated Stage7 member for 吴越钱氏.,False
1030106,7004,钱孝世,male,1441-01-01,1515-12-31,3,孝,Rule-generated Stage7 member for 吴越钱氏.,False
1030111,7004,钱强,female,1438-01-01,1513-12-31,3,孝,Rule-generated Stage7 member for 吴越钱氏.,False
1030117,7004,钱华,female,1441-01-01,1532-12-31,3,孝,Rule-generated Stage7 member for 吴越钱氏.,False
1030122,7004,钱孝国,male,1440-01-01,1538-12-31,3,孝,Rule-generated Stage7 member for 吴越钱氏.,False
1030127,7004,钱丽,male,1463-01-01,1534-12-31,4,礼,Rule-generated Stage7 member for 吴越钱氏.,False
1030129,7004,钱丽,male,1461-01-01,1505-12-31,4,礼,Rule-generated Stage7 member for 吴越钱氏.,False
1030132,7004,钱礼敏,female,1463-01-01,1559-12-31,4,礼,Rule-generated Stage7 member for 吴越钱氏.,False
1030135,7004,钱宗世,male,1462-01-01,1519-12-31,4,礼,Rule-generated Stage7 member for 吴越钱氏.,False
1030137,7004,钱礼明,male,1463-01-01,1563-12-31,4,礼,Rule-generated Stage7 member for 吴越钱氏.,False
1030140,7004,钱礼芳,female,1461-01-01,1514-12-31,4,礼,Rule-generated Stage7 member for 吴越钱氏.,False
1030143,7004,钱礼成,male,1459-01-01,1516-12-31,4,礼,Rule-generated Stage7 member for 吴越钱氏.,False
1030145,7004,钱礼伟,male,1460-01-01,1510-12-31,4,礼,Rule-generated Stage7 member for 吴越钱氏.,False
1030148,7004,钱明,female,1461-01-01,1547-12-31,4,礼,Rule-generated Stage7 member for 吴越钱氏.,False
1030150,7004,钱礼芳,female,1462-01-01,1531-12-31,4,礼,Rule-generated Stage7 member for 吴越钱氏.,False
1030153,7004,钱礼强,male,1463-01-01,1527-12-31,4,礼,Rule-generated Stage7 member for 吴越钱氏.,False
1030156,7004,钱华安,female,1459-01-01,1485-12-31,4,礼,Rule-generated Stage7 member for 吴越钱氏.,False
1030159,7004,钱国世,male,1459-01-01,1518-12-31,4,礼,Rule-generated Stage7 member for 吴越钱氏.,False
