member_id,tree_id,name,gender,birth_date,death_date,generation_no,generation_name,biography,is_alive
1000001,7001,刘德承,male,1324-01-01,1405-12-31,1,德,Rule-generated Stage7 member for 汉朝刘氏.,False
1000031,7001,刘仁景,male,1346-01-01,1413-12-31,2,仁,Rule-generated Stage7 member for 汉朝刘氏.,False
1000046,7001,刘仁兰,female,1346-01-01,1417-12-31,2,仁,Rule-generated Stage7 member for 汉朝刘氏.,False
1000061,7001,刘伟,male,1349-01-01,1422-12-31,2,仁,Rule-generated Stage7 member for 汉朝刘氏.,False
1000076,7001,刘仁雅,female,1348-01-01,1436-12-31,2,仁,Rule-generated Stage7 member for 汉朝刘氏.,False
1000090,7001,刘孝文,male,1371-01-01,1461-12-31,3,孝,Rule-generated Stage7 member for 汉朝刘氏.,False
1000097,7001,刘孝雅,female,1367-01-01,1433-12-31,3,孝,Rule-generated Stage7 member for 汉朝刘氏.,False
1000105,7001,刘明,female,1367-01-01,1427-12-31,3,孝,Rule-generated Stage7 member for 汉朝刘氏.,False
1000112,7001,刘伟文,male,1367-01-01,1406-12-31,3,孝,Rule-generated Stage7 member for 汉朝刘氏.,False
1000120,7001,刘孝伟,male,1369-01-01,1460-12-31,3,孝,Rule-generated Stage7 member for 汉朝刘氏.,False
1000126,7001,刘承宗,male,1370-01-01,1425-12-31,3,孝,Rule-generated Stage7 member for 汉朝刘氏.,False
1000135,7001,刘玉宁,female,1367-01-01,1397-12-31,3,孝,Rule-generated Stage7 member for 汉朝刘氏.,False
1000141,7001,刘孝安,female,1371-01-01,1414-12-31,3,孝,Rule-generated Stage7 member for 汉朝刘氏.,False
1000150,7001,刘孝世,male,1372-01-01,1456-12-31,3,孝,Rule-generated Stage7 member for 汉朝刘氏.,False
1000155,7001,刘明,female,1370-01-01,1446-12-31,3,孝,Rule-generated Stage7 member for 汉朝刘氏.,False
1000165,7001,刘孝宁,female,1373-01-01,1428-12-31,3,孝,Rule-generated Stage7 member for 汉朝刘氏.,False
1000170,7001,刘文景,male,1370-01-01,1445-12-31,3,孝,Rule-generated Stage7 member for 汉朝刘氏.,False
1000178,7001,刘成德,male,1395-01-01,1458-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000181,7001,刘礼慧,female,1393-01-01,1459-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000185,7001,刘礼梅,female,1393-01-01,1419-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000189,7001,刘华敏,female,1394-01-01,1469-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000193,7001,刘丽,female,1392-01-01,1467-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000196,7001,刘明景,male,1391-01-01,1463-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000200,7001,刘敏,male,1390-01-01,1469-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000203,7001,刘礼安,female,1393-01-01,1451-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000208,7001,刘礼安,male,1390-01-01,1455-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000210,7001,刘伟,male,1394-01-01,1435-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000215,7001,刘礼安,female,1390-01-01,1448-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000218,7001,刘承安,male,1391-01-01,1441-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000222,7001,刘礼世,male,1394-01-01,1472-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000225,7001,刘礼雅,female,1392-01-01,1474-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000229,7001,刘礼华,female,1390-01-01,1465-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000233,7001,刘丽,female,1390-01-01,1488-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000237,7001,刘礼雅,female,1392-01-01,1459-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000240,7001,刘伟安,male,1392-01-01,1450-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000244,7001,刘承明,male,1394-01-01,1467-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000247,7001,刘丽,female,1393-01-01,1469-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000252,7001,刘礼宗,male,1390-01-01,1446-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000254,7001,刘礼伟,male,1389-01-01,1491-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000259,7001,刘礼安,female,1389-01-01,1467-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000262,7001,刘礼景,male,1394-01-01,1448-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000266,7001,刘礼宗,male,1392-01-01,1427-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000269,7001,刘礼玉,female,1389-01-01,1472-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
1000273,7001,刘芳雅,female,1394-01-01,1459-12-31,4,礼,Rule-generated Stage7 member for 汉朝刘氏.,False
