member_id,tree_id,name,gender,birth_date,death_date,generation_no,generation_name,biography,is_alive
1018001,7003,朱德国,male,1302-01-01,1385-12-31,1,德,Rule-generated Stage7 member for 明朝朱氏.,False
1018043,7003,朱仁伟,male,1326-01-01,1372-12-31,2,仁,Rule-generated Stage7 member for 明朝朱氏.,False
1018064,7003,朱伟,female,1320-01-01,1399-12-31,2,仁,Rule-generated Stage7 member for 明朝朱氏.,False
1018085,7003,朱仁世,male,1320-01-01,1376-12-31,2,仁,Rule-generated Stage7 member for 明朝朱氏.,False
1018106,7003,朱华,female,1323-01-01,1386-12-31,2,仁,Rule-generated Stage7 member for 明朝朱氏.,False
1018126,7003,朱孝安,male,1348-01-01,1412-12-31,3,孝,Rule-generated Stage7 member for 明朝朱氏.,False
1018136,7003,朱孝世,male,1348-01-01,1452-12-31,3,孝,Rule-generated Stage7 member for 明朝朱氏.,False
1018147,7003,朱强,female,1344-01-01,1412-12-31,3,孝,Rule-generated Stage7 member for 明朝朱氏.,False
1018157,7003,朱敏,female,1348-01-01,1414-12-31,3,孝,Rule-generated Stage7 member for 明朝朱氏.,False
1018168,7003,朱孝景,male,1342-01-01,1383-12-31,3,孝,Rule-generated Stage7 member for 明朝朱氏.,False
1018177,7003,朱伟,female,1348-01-01,1432-12-31,3,孝,Rule-generated Stage7 member for 明朝朱氏.,False
1018189,7003,朱芳梅,female,1343-01-01,1420-12-31,3,孝,Rule-generated Stage7 member for 明朝朱氏.,False
1018198,7003,朱孝景,male,1344-01-01,1373-12-31,3,孝,Rule-generated Stage7 member for 明朝朱氏.,False
1018210,7003,朱华,male,1347-01-01,1402-12-31,3,孝,Rule-generated Stage7 member for 明朝朱氏.,False
1018218,7003,朱孝景,male,1348-01-01,1429-12-31,3,孝,Rule-generated Stage7 member for 明朝朱氏.,False
1018231,7003,朱兰安,female,1348-01-01,1395-12-31,3,孝,Rule-generated Stage7 member for 明朝朱氏.,False
1018239,7003,朱孝慧,female,1345-01-01,1421-12-31,3,孝,Rule-generated Stage7 member for 明朝朱氏.,False
1018251,7003,朱国成,male,1365-01-01,1404-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018256,7003,朱敏,female,1364-01-01,1421-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018261,7003,朱景文,male,1367-01-01,1440-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018266,7003,朱兰兰,female,1369-01-01,1461-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018272,7003,朱礼雅,female,1366-01-01,1434-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018276,7003,朱明,female,1370-01-01,1447-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018282,7003,朱礼兰,female,1367-01-01,1439-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018287,7003,朱礼成,male,1368-01-01,1444-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018293,7003,朱礼德,male,1370-01-01,1437-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018297,7003,朱文世,male,1364-01-01,1459-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018303,7003,朱明,male,1370-01-01,1468-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018307,7003,朱礼安,male,1370-01-01,1407-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018314,7003,朱礼芳,female,1369-01-01,1438-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018319,7003,朱礼景,male,1364-01-01,1453-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018323,7003,朱文景,male,1368-01-01,1438-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018328,7003,朱礼慧,female,1368-01-01,1434-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018335,7003,朱安宗,male,1366-01-01,1410-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018338,7003,朱礼梅,female,1369-01-01,1431-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018344,7003,朱礼清,female,1366-01-01,1432-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018350,7003,朱礼兰,female,1369-01-01,1416-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018356,7003,朱礼华,female,1364-01-01,1409-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018360,7003,朱礼清,female,1368-01-01,1441-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018365,7003,朱明,male,1367-01-01,1441-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018369,7003,朱礼明,male,1370-01-01,1451-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018377,7003,朱礼宗,male,1365-01-01,1410-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018382,7003,朱礼安,female,1370-01-01,1475-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018385,7003,朱礼伟,male,1369-01-01,1442-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018390,7003,朱礼宁,female,1369-01-01,1454-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018398,7003,朱礼玉,female,1364-01-01,1438-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018400,7003,朱芳安,female,1367-01-01,1438-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
1018406,7003,朱礼清,female,1368-01-01,1441-12-31,4,礼,Rule-generated Stage7 member for 明朝朱氏.,False
